时间,店名,产品,个数
2022/6/21,蜀大侠郫都蜀都万达店（直营店）,自然馋手工糍粑280g*20,2
2022/6/21,蜀大侠郫都蜀都万达店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/6/21,蜀大侠郫都蜀都万达店（直营店）,水牛脆毛肚2.5kg*4,1
2022/6/21,蜀大侠郫都蜀都万达店（直营店）,八奇牛青花椒味火锅牛排1kg*12,1
2022/6/21,蜀大侠郫都蜀都万达店（直营店）,大侠贡菜肉滑1kg*10,1
2022/6/21,蜀大侠郫都蜀都万达店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/6/21,蜀大侠郫都蜀都万达店（直营店）,爆爆滑虾枣1kg*6,2
2022/6/21,蜀大侠郫都蜀都万达店（直营店）,模拟蟹柳500g*20,1
2022/6/21,蜀大侠郫都蜀都万达店（直营店）,卤肥肠1kg*10,1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,单冻龙虾尾4.5kg(约550颗),1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,探川藤椒原味干碟500g*20,1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,自然馋葱香猪舌1kg*10,1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),10
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,蜀大侠复合调味粉60g*150(升级版),1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,海霸王虾味饺100g*30,1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,八奇牛嫩牛肉1.2kg*10,2
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,自然馋严选千层肚1kg*10,1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),2
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,自然馋黑鱼片500g*20,1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,八奇牛蓝标肥牛3.575*7,1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,自然馋贡菜5kg,1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,原切大侠雪花肥牛20kg,1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,自然馋手工糍粑280g*20,1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,自然馋*美好川味小酥肉1kg*10,1
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,传统黑豆花400g*18,2
2022/6/23,蜀大侠郫都蜀都万达店（直营店）,菊乐纯牛奶250ml*24,5
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,自然馋严选千层肚1kg*10,1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,探川泰式风味蘸料500g*20,1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,模拟蟹柳500g*20,1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,滑蛋和牛北极雪3.572kg*7,1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,虾美人马面鱼7kg(100g-200g/条）,2
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,八奇牛开心五香麻辣牛肉粒1.2kg*10,1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,水牛脆毛肚2.5kg*4,1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,爆爆滑虾枣1kg*6,1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,泉润脱骨鸭掌2kg*6,1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,自然馋贡菜5kg,1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/6/25,蜀大侠郫都蜀都万达店（直营店）,自然馋手工糍粑280g*20,1
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,蜀大侠盒装纸巾(250盒),3
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,船型盒7.5cm*12.4cm-500个,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,调味飞鱼籽1kg*10,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,泉润脱骨鸭掌2kg*6,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,海霸王虾味饺100g*30,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,自然馋严选千层肚1kg*10,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,大侠贡菜肉滑1kg*10,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,模拟蟹柳500g*20,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,自然馋*美好川味小酥肉1kg*10,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,爆爆滑虾枣1kg*6,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,洋风椰蓉抹茶大福500g*10,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,自然馋贡菜5kg,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,卤肥肠1kg*10,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,自然馋葱香猪舌1kg*10,1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,天味中式香肠85g*50,1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,蜀大侠川式卤料500g*20,1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),15
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,蜀大侠复合调味粉60g*150(升级版),1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,蜀大侠侠客打锅牛油50g*132,2
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,醪糟606g*12,5
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,蜀大侠盒装纸巾(250盒),1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,糯米锅巴5kg,2
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,花千骨专用红油,1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,蜀大侠复合调味粉120g*75(升级版),1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,干辣椒-满天星12kg,1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,花椒15kg,1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,美好火腿肠170g*30,4
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,蜀大侠菌汤膏135g*74,2
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,热敏纸80mm*80mm,2
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,元宝大豆油10L*2,5
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,笋胡子清水笋片1kg*10,6
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),2
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,洁劲洗洁精10kg*2,5
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,探川松茸鸡汤85g*100,1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,元宝牌特选长粒香米25kg,2
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,全木浆擦手纸(188-190mm)-24包,1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,干辣椒-红太阳12.5kg,1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,珍宝大卷纸,1
2022/6/20,蜀大侠郫都蜀都万达店（直营店）,香辣脆椒1kg*15,1
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,垃圾袋85cm*90cm-500个,2
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),4
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,自然馋土豆宽粉180g*50,6
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,蜀大侠手工底料420g*20(中辣),3
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,美好火腿肠170g*30,6
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),20
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,蜀大侠牛油火锅底料1.65kg*12（中锅升级版2.0）,20
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,元宝大豆油10L*2,5
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,蜀大侠复合调味粉100g*90(升级版),2
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,白酒,1
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,蜀大侠盒装纸巾(250盒),2
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,蜀大侠菌汤膏135g*74,2
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,一次性独立包装火锅筷32cm-1400双,2
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,自然馋牛奶鸭血300g*20,15
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,蜀大侠侠客打锅牛油50g*132,4
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,自然馋手工糍粑280g*20,1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,手切羔羊肋排肉1.25kg*14,1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,自然馋麻辣排骨1.2kg*8,2
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,自然馋严选千层肚1kg*10,2
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),2
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,水牛脆毛肚2.5kg*4,1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,爆爆滑虾枣1kg*6,1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,八奇牛蓝标肥牛3.575*7,1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,深海小海带海带苗10kg,1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,模拟蟹柳500g*20,2
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,自然馋黑鱼片500g*20,1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,自然馋*美好川味小酥肉1kg*10,1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,虾美人马面鱼7kg(100g-200g/条）,2
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,单冻龙虾尾4.5kg(约550颗),1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,自然馋贡菜5kg,1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/6/27,蜀大侠郫都蜀都万达店（直营店）,传统黑豆花400g*18,2
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,洁劲洗洁精10kg*2,2
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,自然馋嫩滑猪肝(椒麻味)1kg*10,1
2022/6/28,蜀大侠郫都蜀都万达店（直营店）,液氮龙须笋500g*30,1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,单冻龙虾尾4.5kg(约550颗),3
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,单冻龙虾尾4.5kg(约550颗),2
2022/7/6,蜀大侠郫都蜀都万达店（直营店）,自然馋严选千层肚1kg*10,1
2022/7/6,蜀大侠郫都蜀都万达店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/7/6,蜀大侠郫都蜀都万达店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/7/6,蜀大侠郫都蜀都万达店（直营店）,捞品荟高钙羔羊肉砖(3.575kg*7),1
2022/7/6,蜀大侠郫都蜀都万达店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/7/6,蜀大侠郫都蜀都万达店（直营店）,海霸王虾味饺100g*30,1
2022/7/6,蜀大侠郫都蜀都万达店（直营店）,自然馋黑鱼片500g*20,1
2022/7/6,蜀大侠郫都蜀都万达店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/7/6,蜀大侠郫都蜀都万达店（直营店）,自然馋*美好川味小酥肉1kg*10,1
2022/7/6,蜀大侠郫都蜀都万达店（直营店）,爆爆滑虾枣1kg*6,2
2022/7/6,蜀大侠郫都蜀都万达店（直营店）,自然馋贡菜5kg,1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,杀虫剂600ml(统采),24
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,带齿冰夹(统采),4
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,医用口罩-10个(统采),500
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,牛皮纸档案袋(统采),10
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,空气清新剂(统采),40
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,1250ml圆形打包盒-200个(统采),5
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,一次性勺子透明-500个(统采),2
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,蜀大侠定制打火机(统采),1499
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,750ml方形打包盒-300个(统采),2
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,小刀(统采),3
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,1号电池2粒(统采),50
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,得力混色办公夹19mm-40个(统采),1
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,750ml方形打包盒三格-300个(统采),3
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,自然馋手工糍粑280g*20,1
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),1
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,蜀大侠食用植物调和油65ml*200,15
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,大侠贡菜肉滑1kg*10,1
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,自然馋麻辣排骨1.2kg*8,2
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,自然馋严选千层肚1kg*10,1
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,自然馋贡菜5kg,1
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,爆爆滑虾枣1kg*6,2
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,原切大侠雪花肥牛20kg,1
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,千喜鹤猪脑花(96个),1
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,洋风椰蓉抹茶大福500g*10,1
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,模拟蟹柳500g*20,1
2022/6/30,蜀大侠郫都蜀都万达店（直营店）,卤肥肠1kg*10,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,300ml玻璃瓶包装杯贴400套,1
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,甜品小标签2.5cm*3.5cm-100张,10
2022/7/2,蜀大侠郫都蜀都万达店（直营店）,苏打气(换气),2
2022/7/3,蜀大侠郫都蜀都万达店（直营店）,蜀大侠无糖薄荷糖2.5kg(陈皮味),4
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,火箭鱿鱼2.5kg*10,1
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,蜀大侠牛油火锅底料1.65kg*12（中锅升级版2.0）,6
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,蜀大侠牛油火锅底料1.9kg*10（大红锅升级版微辣2.0）,8
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,蜀大侠复合调味粉60g*150(升级版),1
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,蜀大侠侠客打锅牛油100g*96,1
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,自然馋黑土猪火锅午餐肉340g*24,3
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),13
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,干辣椒-满天星12kg,1
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,白酒,1
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,美好火腿肠170g*30,2
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,蜀大侠侠客打锅牛油50g*132,1
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,蜀大侠菌汤膏135g*74,2
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,蜀大侠复合调味粉120g*75(升级版),2
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,蜀大侠食用植物调和油65ml*200,9
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,打包袋30cm*34.5cm-2280个(统采),1
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,蜀大侠盒装纸巾(250盒),4
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,自然馋土豆宽粉180g*50,3
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,千禾鲜蚝油6kg*2,2
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,小枣1.5kg,1
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),2
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,探川松茸鸡汤85g*100,2
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,自然馋牛奶鸭血300g*20,11
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,珍宝大卷纸,1
2022/7/7,蜀大侠郫都蜀都万达店（直营店）,元宝大豆油10L*2,1
2022/7/13,蜀大侠郫都蜀都万达店（直营店）,云南白药创可贴-100个(统采),1
2022/7/13,蜀大侠郫都蜀都万达店（直营店）,得力混色办公夹32mm-24个(统采),1
2022/7/13,蜀大侠郫都蜀都万达店（直营店）,订书针(统采),1
2022/7/13,蜀大侠郫都蜀都万达店（直营店）,线手套(统采),50
2022/7/13,蜀大侠郫都蜀都万达店（直营店）,胶水鞋44码(统采),1
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,八奇牛青花椒味火锅牛排1kg*12,1
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,千喜鹤猪脑花(96个),1
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,深海小海带海带苗10kg,1
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,自然馋严选千层肚1kg*10,2
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,水牛脆毛肚2.5kg*4,2
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,自然馋手工糍粑280g*20,2
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,洋风椰蓉抹茶大福500g*10,1
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,大侠贡菜肉滑1kg*10,1
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,爆爆滑虾枣1kg,2
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,自然馋嫩滑猪肝(椒麻味)1kg*10,1
2022/7/8,蜀大侠郫都蜀都万达店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/7/8,蜀大侠郫都蜀都万达店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/7/8,蜀大侠郫都蜀都万达店（直营店）,八奇牛麻辣牛肉1.2kg*10,2
2022/7/8,蜀大侠郫都蜀都万达店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/7/8,蜀大侠郫都蜀都万达店（直营店）,自然馋麻辣排骨1.2kg*8,2
2022/7/8,蜀大侠郫都蜀都万达店（直营店）,自然馋严选千层肚1kg*10,1
2022/7/8,蜀大侠郫都蜀都万达店（直营店）,爆爆滑虾枣1kg,2
2022/7/8,蜀大侠郫都蜀都万达店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/7/8,蜀大侠郫都蜀都万达店（直营店）,千喜鹤猪脑花(96个),1
2022/7/8,蜀大侠郫都蜀都万达店（直营店）,原切大侠雪花肥牛20kg,1
2022/7/8,蜀大侠郫都蜀都万达店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/7/8,蜀大侠郫都蜀都万达店（直营店）,模拟蟹柳500g*20,1
2022/7/12,蜀大侠郫都蜀都万达店（直营店）,原切大侠雪花肥牛20kg,1
2022/7/13,蜀大侠郫都蜀都万达店（直营店）,5835#保鲜盒43cm*30.5cm*15.5cm(统采),10
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,三元牛奶1.5L*8,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,葡萄饮料浓浆1.2kg,3
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,浦元家绿研茉莉（花茶）500g,2
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,牛乳茶1kg,10
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,迪比克奶油1L,5
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,芝士奶盖粉500g,3
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,金桔柠檬汁1.2kg,10
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,八奇牛蓝标肥牛3.575*7,1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,自然馋手工糍粑280g*20,1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,模拟蟹柳500g*20,1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,滑蛋和牛北极雪3.572kg*7,1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,自然馋*美好川味小酥肉1kg*10,1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,海霸王虾味饺100g*30,1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,水牛脆毛肚2.5kg*4,2
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,卤肥肠1kg*10,1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,自然馋严选千层肚1kg*10,1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,洋风椰蓉抹茶大福500g*10,1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,泉润脱骨鸭掌2kg*6,1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,爆爆滑虾枣1kg,1
2022/7/10,蜀大侠郫都蜀都万达店（直营店）,自然馋黑鱼片500g*20,1
2022/7/11,蜀大侠郫都蜀都万达店（直营店）,红西柚粒果味酱850g,3
2022/7/11,蜀大侠郫都蜀都万达店（直营店）,浦元家绿研茉莉（花茶）500g,1
2022/7/11,蜀大侠郫都蜀都万达店（直营店）,金桔柠檬汁1.2kg,6
2022/7/11,蜀大侠郫都蜀都万达店（直营店）,菠萝果蓉1.2kg,2
2022/7/11,蜀大侠郫都蜀都万达店（直营店）,莫林麦芽啤酒花糖浆700mL,2
2022/7/18,蜀大侠郫都蜀都万达店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/7/20,蜀大侠郫都蜀都万达店（直营店）,自然馋*美好川味小酥肉1kg*10,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,火锅虾仁蛋饺120g*24,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,捞品荟高钙羔羊肉砖(3.575kg*7),1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,自然馋标品牛肉(签签牛肉)1.2kg*8,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,模拟蟹柳500g*20,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,海霸王虾味饺100g*30,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,泉润脱骨鸭掌2kg*6,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,千喜鹤猪脑花(96个),1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,自然馋大刀腰片(蓝标)500g*20,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,自然馋严选千层肚1kg*10,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,爆爆滑虾枣1kg,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,峰仔白色恋人330g*14,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,深海小海带海带苗10kg,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,洋风椰蓉抹茶大福500g*10,1
2022/7/16,蜀大侠郫都蜀都万达店（直营店）,大侠贡菜肉滑1kg*10,1
